longitude,latitude,property_type,room_type,price,minimum_nights,availability_30,availability_60,number_of_reviews,review_scores_rating,neighbourhood,bedrooms,bathrooms
-122.40681,37.7861,Hotel,Hotel room,$100.00,1,25,53,0,NA,Downtown,1,1
-122.40746,37.78669,Hotel,Hotel room,$100.00,1,10,23,1,20,Union Square,1,1
-122.4082,37.7854,Hotel,Hotel room,$100.00,1,23,50,1,100,Downtown,1,1
-122.49513,37.75186,Guest suite,Entire home/apt,$129.00,3,14,36,47,100,Outer Sunset,1,1
-122.41103,37.78779,Hotel,Hotel room,$100.00,1,4,16,2,70,Downtown,1,1
-122.40953,37.78675,Hotel,Hotel room,$100.00,1,19,43,18,84,Union Square,1,1
-122.41109,37.78743,Hotel,Hotel room,$100.00,1,20,44,1,80,Downtown,1,1
-122.41101,37.78778,Hotel,Hotel room,$100.00,1,22,46,2,50,Downtown,1,1
-122.41145,37.78804,Hotel,Hotel room,$100.00,1,22,46,3,80,Downtown,1,1
-122.4109,37.78822,Hotel,Hotel room,$100.00,1,11,26,4,85,Downtown,1,1
-122.41024,37.788,Hotel,Hotel room,$100.00,1,18,42,1,80,Downtown,1,1
-122.40967,37.78657,Hotel,Hotel room,$100.00,1,22,46,5,84,Downtown,1,1
-122.41133,37.78744,Hotel,Hotel room,$100.00,1,22,46,0,NA,Downtown,1,1
-122.40933,37.78737,Hotel,Hotel room,$100.00,1,19,28,2,100,Union Square,1,1
-122.48932,37.7482,House,Private room,$88.00,2,14,37,48,98,Outer Sunset,1,2
-122.43615,37.73604,Guest suite,Entire home/apt,$110.00,2,0,8,17,99,Glen Park,0,1
-122.42758,37.73711,House,Entire home/apt,"$1,000.00",3,27,53,1,100,Glen Park,3,3.5
-122.40942,37.78713,Hotel,Private room,$199.00,1,14,33,7,100,Union Square,0,1
-122.39384,37.7879,Apartment,Entire home/apt,$261.00,30,0,13,0,NA,SoMa,2,2
-122.42037,37.80519,Hotel,Private room,$189.00,1,0,0,6,100,Fisherman's Wharf,1,1
-122.42017,37.80628,Serviced apartment,Entire home/apt,$189.00,1,0,0,3,93,Fisherman's Wharf,1,1
-122.39444,37.78817,Apartment,Entire home/apt,$197.00,30,30,60,1,100,SoMa,1,1
-122.39426,37.78778,Apartment,Entire home/apt,$133.00,30,0,3,0,NA,SoMa,0,1
-122.43568,37.76396,House,Private room,$250.00,3,17,40,27,100,The Castro,1,1
-122.42768,37.73831,Guest suite,Entire home/apt,$98.00,2,6,21,44,98,Glen Park,1,1
-122.4592,37.76416,Guest suite,Private room,$195.00,3,13,35,23,100,Inner Sunset,1,1
-122.41407,37.74064,Apartment,Entire home/apt,$140.00,2,0,7,18,100,Bernal Heights,1,1
-122.45838,37.72042,House,Entire home/apt,$160.00,1,30,55,14,96,Ingleside,1,1
-122.4173,37.74018,Guest suite,Entire home/apt,$150.00,2,6,13,22,97,Bernal Heights,1,1
-122.42639,37.77642,Condominium,Entire home/apt,$60.00,2,7,26,2,90,Western Addition/NOPA,3,1
-122.40856,37.74636,House,Entire home/apt,$275.00,3,0,0,6,97,Bernal Heights,2,1
-122.44815,37.766,Condominium,Entire home/apt,$300.00,30,29,59,0,NA,Cole Valley,2,1
-122.50441,37.77445,House,Entire home/apt,$350.00,3,0,0,18,99,Richmond District,3,2.5
-122.46884,37.76293,Condominium,Entire home/apt,$139.00,3,6,19,34,99,Inner Sunset,0,1
-122.5085,37.77828,Guest suite,Entire home/apt,$129.00,4,1,1,5,96,Richmond District,1,1
-122.45039,37.72076,House,Entire home/apt,$48.00,30,10,39,2,100,Ingleside,1,1
-122.47643,37.77859,Guest suite,Entire home/apt,$235.00,2,8,17,35,90,Richmond District,3,1
-122.42977,37.74185,Apartment,Entire home/apt,$125.00,30,30,60,0,NA,Noe Valley,0,1
-122.4864,37.77874,Tiny house,Entire home/apt,$120.00,30,5,30,4,85,Richmond District,1,1
-122.42558,37.77498,Condominium,Entire home/apt,$60.00,2,0,16,5,80,Hayes Valley,3,1
-122.44908,37.77084,Apartment,Entire home/apt,$179.00,30,30,60,0,NA,Haight-Ashbury,1,1
-122.4442,37.80359,Condominium,Entire home/apt,$283.00,30,30,59,0,NA,Marina,2,2
-122.47939,37.74333,Apartment,Entire home/apt,$199.00,2,3,10,26,100,Outer Sunset,2,1
-122.41899,37.76882,Apartment,Private room,$165.00,1,0,0,3,100,Mission District,1,1
-122.44107,37.73165,Apartment,Entire home/apt,$125.00,30,0,0,1,100,Sunnyside,1,1
-122.41684,37.79013,Cabin,Private room,$155.00,2,0,0,1,100,Nob Hill,1,1.5
-122.40784,37.78976,Serviced apartment,Entire home/apt,$60.00,2,0,0,3,100,Union Square,0,1
-122.41697,37.73929,Cabin,Entire home/apt,$119.00,3,2,6,36,99,Bernal Heights,1,1
-122.43367,37.772,Apartment,Entire home/apt,$295.00,2,2,7,11,100,Hayes Valley,2,1
-122.47738,37.7824,House,Entire home/apt,$450.00,5,0,0,2,100,Richmond District,3,2.5
-122.43679,37.70866,House,Private room,$50.00,30,10,40,2,100,Crocker Amazon,1,1
-122.42052,37.79751,Condominium,Entire home/apt,$362.00,30,29,59,0,NA,Russian Hill,3,2.5
-122.42302,37.80477,Resort,Private room,"$1,000.00",1,4,4,2,100,Fisherman's Wharf,2,2
-122.46299,37.78364,House,Private room,$84.00,1,15,45,49,92,Richmond District,1,2
-122.40958,37.7887,Hotel,Private room,$199.00,1,20,44,12,98,Downtown,0,1
-122.42015,37.80631,Hotel,Private room,$189.00,1,7,15,1,100,Fisherman's Wharf,1,1
-122.46839,37.71471,Guest suite,Entire home/apt,$125.00,1,1,7,42,87,Oceanview,1,1
-122.40071,37.71545,Apartment,Entire home/apt,$145.00,31,18,29,0,NA,Visitacion Valley,3,2
-122.46988,37.77608,Apartment,Entire home/apt,$201.00,30,30,60,0,NA,Richmond District,2,1
-122.50268,37.77724,Townhouse,Entire home/apt,$140.00,30,0,0,0,NA,Richmond District,2,2
-122.43755,37.78928,Apartment,Entire home/apt,$138.00,30,0,0,0,NA,Pacific Heights,1,1
-122.4363,37.78906,Apartment,Entire home/apt,$138.00,30,14,44,0,NA,Pacific Heights,1,1
-122.42778,37.74905,House,Entire home/apt,$163.00,30,0,0,0,NA,Noe Valley,1,1
-122.44241,37.77012,Apartment,Entire home/apt,$138.00,30,11,29,0,NA,Haight-Ashbury,2,1
-122.41476,37.78621,Apartment,Entire home/apt,$106.00,30,29,59,1,80,Tenderloin,1,1
-122.44957,37.71747,House,Private room,"$1,000.00",1,24,54,0,NA,Ingleside,3,1
-122.41483,37.78472,Apartment,Entire home/apt,$126.00,30,19,45,1,100,Tenderloin,2,1
-122.46309,37.76059,House,Private room,$150.00,4,0,0,12,100,Inner Sunset,1,1
-122.40992,37.78765,Hotel,Private room,$199.00,1,0,0,1,100,Downtown,0,1
-122.4382,37.75303,Earth house,Private room,$109.00,3,6,31,24,93,Noe Valley,1,1
-122.4141,37.77672,Boutique hotel,Hotel room,$119.00,7,30,60,5,84,SoMa,1,4
-122.42306,37.759,Apartment,Entire home/apt,$140.00,30,6,6,1,100,Mission District,1,1
-122.42108,37.80631,Serviced apartment,Entire home/apt,$189.00,1,0,0,10,100,Fisherman's Wharf,1,1
-122.42121,37.75547,Guest suite,Entire home/apt,$200.00,2,0,0,16,100,Mission District,1,1
-122.43427,37.7768,Boutique hotel,Hotel room,$228.00,2,6,6,13,98,Western Addition/NOPA,1,1
-122.43295,37.77703,Boutique hotel,Private room,$196.00,2,3,12,14,83,Western Addition/NOPA,1,1
-122.39904,37.79603,Apartment,Entire home/apt,$202.00,30,0,0,0,NA,Financial District,2,2
-122.43412,37.77658,Boutique hotel,Hotel room,$215.00,2,12,18,19,96,Alamo Square,1,1
-122.43248,37.77809,Boutique hotel,Hotel room,$230.00,2,15,31,8,93,Alamo Square,1,1
-122.39884,37.79591,Apartment,Entire home/apt,$158.00,30,0,0,1,100,Financial District,1,1
-122.42144,37.79964,Condominium,Entire home/apt,$315.00,150,30,60,0,NA,Russian Hill,2,1
-122.39051,37.78285,Apartment,Entire home/apt,$219.00,30,0,5,0,NA,South Beach,2,2
-122.43334,37.76149,Apartment,Entire home/apt,$175.00,3,0,0,6,100,The Castro,1,1
-122.47592,37.7622,House,Entire home/apt,$295.00,4,8,13,12,100,Inner Sunset,3,2
-122.494,37.75738,Apartment,Entire home/apt,$120.00,3,4,4,22,100,Outer Sunset,1,1
-122.43492,37.76427,Apartment,Entire home/apt,$207.00,30,28,58,0,NA,Duboce Triangle,2,2
-122.40372,37.7708,Apartment,Entire home/apt,$327.00,2,8,19,24,98,SoMa,1,1
-122.41958,37.79446,Apartment,Entire home/apt,$95.00,30,0,11,1,100,Nob Hill,1,1
-122.43205,37.76718,Apartment,Private room,$80.00,30,9,39,1,100,Duboce Triangle,1,1
-122.4384,37.76223,Apartment,Entire home/apt,$130.00,30,10,10,0,NA,The Castro,1,1
-122.41148,37.78895,Hotel,Private room,$199.00,1,21,48,4,100,Downtown,0,1
-122.47291,37.76359,Apartment,Private room,$47.00,30,1,1,3,93,Inner Sunset,1,2
-122.41593,37.77661,Apartment,Private room,$171.00,1,0,0,20,98,SoMa,1,1
-122.41006,37.78895,Hotel,Private room,$199.00,1,0,0,1,100,Union Square,0,1
-122.42529,37.79374,Apartment,Entire home/apt,$599.00,3,25,50,9,98,Pacific Heights,2,2.5
-122.411,37.78821,Hotel,Private room,$235.00,1,23,49,6,100,Downtown,0,1
-122.3883,37.78795,Condominium,Entire home/apt,$330.00,2,11,25,12,96,South Beach,1,1
-122.5073,37.77201,Townhouse,Private room,$120.00,1,19,32,15,96,Richmond District,1,1.5
-122.50656,37.772,Townhouse,Private room,$100.00,1,19,32,11,95,Richmond District,1,1.5
-122.40125,37.77954,Condominium,Entire home/apt,$172.00,30,4,4,0,NA,SoMa,2,1
-122.43455,37.73006,House,Entire home/apt,$129.00,30,0,0,0,NA,Mission Terrace,0,1
-122.4427,37.73546,House,Private room,$60.00,60,29,58,1,100,Glen Park,1,1
-122.43873,37.73542,Guest suite,Entire home/apt,$110.00,1,0,11,43,97,Glen Park,1,1
-122.42344,37.74902,Apartment,Entire home/apt,$197.00,2,0,0,11,100,Noe Valley,3,1
-122.40415,37.7487,Guest suite,Entire home/apt,$190.00,2,0,18,5,96,Bernal Heights,2,1
-122.40831,37.78,Condominium,Private room,$87.00,30,0,0,0,NA,SoMa,1,1
-122.42996,37.78855,House,Entire home/apt,"$2,000.00",4,0,0,0,NA,Western Addition/NOPA,5,3.5
-122.43704,37.74045,Townhouse,Entire home/apt,$495.00,4,0,6,3,100,Diamond Heights,3,2.5
-122.40843,37.78228,Condominium,Entire home/apt,$150.00,30,9,39,4,100,SoMa,1,1
-122.39876,37.79705,Apartment,Entire home/apt,$133.00,30,7,7,0,NA,Financial District,0,1
-122.39958,37.7972,Apartment,Entire home/apt,$129.00,30,0,0,0,NA,Financial District,0,1
-122.39808,37.79633,Apartment,Entire home/apt,$217.00,30,0,0,1,100,Financial District,2,2
-122.3997,37.7971,Apartment,Entire home/apt,$127.00,30,3,3,0,NA,Financial District,0,1
-122.40123,37.79719,Apartment,Entire home/apt,$161.00,30,0,0,0,NA,Financial District,1,1
-122.40097,37.79736,Apartment,Entire home/apt,$160.00,30,0,0,0,NA,Financial District,1,1
-122.41858,37.72429,House,Private room,$84.00,31,30,60,0,NA,Portola,2,1
-122.41512,37.78842,Apartment,Entire home/apt,$144.00,30,21,51,0,NA,Downtown,1,1
-122.413,37.78704,Condominium,Entire home/apt,$124.00,30,0,0,0,NA,Downtown,0,1
-122.42839,37.76022,Cottage,Entire home/apt,$250.00,2,0,0,20,100,The Castro,1,1
-122.48559,37.78711,Apartment,Private room,$56.00,31,0,0,1,100,Richmond District,0,1
-122.40622,37.79002,Serviced apartment,Entire home/apt,$60.00,2,0,0,1,100,Union Square,0,1
-122.43024,37.74723,Apartment,Entire home/apt,$159.00,1,11,24,33,99,Noe Valley,0,1
-122.40629,37.79028,Serviced apartment,Hotel room,$60.00,2,0,0,1,100,Union Square,0,1
-122.38909,37.78782,Condominium,Entire home/apt,$270.00,30,30,60,0,NA,South Beach,1,1
-122.41414,37.73969,Apartment,Entire home/apt,$220.00,5,0,0,9,100,Bernal Heights,2,1
-122.45057,37.73485,House,Entire home/apt,$375.00,3,0,4,0,NA,Sunnyside,4,2
-122.38909,37.7895,Apartment,Entire home/apt,$260.00,30,30,60,0,NA,South Beach,1,1
-122.42443,37.75471,Apartment,Entire home/apt,$175.00,30,0,12,1,100,Noe Valley,1,1
-122.44645,37.77068,Apartment,Entire home/apt,$250.00,2,3,10,4,100,Haight-Ashbury,3,1
-122.41071,37.78578,Hostel,Hotel room,$29.00,32,30,60,0,NA,Tenderloin,1,1
-122.42257,37.72813,Guest suite,Entire home/apt,$94.00,30,28,58,1,100,Excelsior,1,1
-122.41397,37.79099,Apartment,Entire home/apt,$298.00,30,3,3,0,NA,Nob Hill,2,2
-122.38906,37.78447,Apartment,Entire home/apt,$219.00,30,0,0,0,NA,South Beach,2,2
-122.42296,37.77827,Hotel,Private room,$179.00,1,18,44,3,100,Western Addition/NOPA,0,1
-122.40999,37.7134,House,Private room,$100.00,2,12,38,13,98,Visitacion Valley,1,1
-122.41934,37.74082,House,Entire home/apt,$250.00,3,0,0,2,100,Bernal Heights,3,2
-122.40728,37.74974,House,Private room,$60.00,30,0,0,1,100,Mission District,1,1
-122.4088,37.77336,Apartment,Entire home/apt,$233.00,30,0,0,1,100,SoMa,1,1
-122.40977,37.78902,Hotel,Private room,$199.00,1,20,47,8,100,Downtown,0,1
-122.41977,37.79393,Apartment,Entire home/apt,$187.00,30,3,33,0,NA,Nob Hill,2,1
-122.41983,37.79295,Apartment,Entire home/apt,$174.00,30,0,0,0,NA,Nob Hill,2,1
-122.49897,37.77895,Apartment,Private room,$38.00,30,29,59,0,NA,Richmond District,1,1
-122.44476,37.76659,Apartment,Entire home/apt,$120.00,30,8,8,1,100,Haight-Ashbury,1,1
-122.4,37.77463,Condominium,Entire home/apt,$210.00,30,0,15,0,NA,SoMa,2,1
-122.40926,37.75202,Condominium,Private room,$125.00,1,0,0,1,100,Mission District,1,1
-122.44797,37.78837,Apartment,Entire home/apt,$275.00,2,0,7,2,100,Presidio Heights,1,1.5
-122.43255,37.7623,House,Entire home/apt,$250.00,1,7,21,47,95,The Castro,1,1
-122.46131,37.76162,Guest suite,Entire home/apt,$169.00,2,3,22,16,100,Inner Sunset,1,1
-122.42375,37.75106,Apartment,Entire home/apt,$220.00,30,0,13,1,100,Noe Valley,1,1
-122.48197,37.76042,House,Entire home/apt,$170.00,2,0,0,3,87,Outer Sunset,2,1.5
-122.44507,37.77517,Condominium,Entire home/apt,$210.00,60,0,4,0,NA,Western Addition/NOPA,2,1
-122.44395,37.73155,House,Private room,$125.00,2,28,40,13,100,Sunnyside,1,1
-122.43632,37.76449,Guesthouse,Entire home/apt,$109.00,1,5,12,64,100,The Castro,1,1
-122.39297,37.73289,House,Private room,$58.00,30,30,60,2,70,Bayview,1,2
-122.42202,37.77229,Condominium,Private room,$75.00,3,11,18,13,98,SoMa,1,1.5
-122.38918,37.78366,Apartment,Entire home/apt,$219.00,30,0,0,0,NA,South Beach,2,2
-122.42016,37.80517,Serviced apartment,Entire home/apt,$252.00,1,4,6,7,97,Fisherman's Wharf,2,1
-122.4064,37.79029,Boutique hotel,Private room,$425.00,4,0,4,0,NA,Financial District,2,2
-122.43532,37.70837,House,Entire home/apt,$395.00,1,0,0,1,100,Crocker Amazon,3,2
-122.43663,37.76732,Apartment,Private room,$200.00,30,28,58,0,NA,Haight-Ashbury,1,1.5
-122.41894,37.79942,House,Entire home/apt,$180.00,30,30,60,1,100,Russian Hill,2,1
-122.42164,37.80267,Apartment,Entire home/apt,$120.00,30,12,12,2,100,Russian Hill,0,1
-122.43153,37.77076,Apartment,Entire home/apt,$232.00,2,0,0,4,100,Duboce Triangle,2,2
-122.41233,37.75106,Condominium,Private room,$89.00,2,11,35,27,96,Mission District,1,1
-122.45066,37.78057,Apartment,Entire home/apt,$75.00,30,0,0,2,100,Richmond District,0,1
-122.40835,37.79948,House,Entire home/apt,$164.00,30,29,59,0,NA,Telegraph Hill,1,1
-122.4151,37.74698,Apartment,Private room,$99.00,2,1,12,6,100,Bernal Heights,1,1
-122.43277,37.75327,House,Private room,$83.00,1,0,0,9,100,Noe Valley,1,1.5
-122.42887,37.73195,House,Private room,$84.00,1,21,51,28,89,Mission Terrace,1,1
-122.41978,37.77539,Apartment,Entire home/apt,$157.00,30,0,0,0,NA,Hayes Valley,0,1
-122.41948,37.77595,Apartment,Entire home/apt,$215.00,30,0,0,0,NA,Hayes Valley,0,1
-122.42034,37.77447,Apartment,Entire home/apt,$214.00,30,0,0,0,NA,Hayes Valley,0,1
-122.42015,37.77592,Apartment,Entire home/apt,$214.00,30,0,0,0,NA,Civic Center,0,1
-122.39931,37.78297,Apartment,Shared room,$40.00,30,13,43,0,NA,SoMa,1,2.5
-122.39448,37.78832,Apartment,Entire home/apt,$159.00,30,0,0,0,NA,SoMa,0,1
-122.39336,37.78652,Apartment,Entire home/apt,$159.00,30,0,0,0,NA,South Beach,0,1
-122.39525,37.78712,Apartment,Entire home/apt,$159.00,30,0,26,0,NA,SoMa,0,1
-122.41844,37.7096,House,Private room,$150.00,1,21,51,5,92,Visitacion Valley,2,1
-122.39445,37.78797,Apartment,Entire home/apt,$159.00,30,0,28,0,NA,SoMa,0,1
-122.39528,37.78793,Apartment,Entire home/apt,$159.00,30,0,0,0,NA,SoMa,0,1
-122.4496,37.77462,Apartment,Entire home/apt,$900.00,2,0,4,0,NA,Western Addition/NOPA,3,3
-122.45034,37.77487,Apartment,Entire home/apt,$699.00,2,7,11,10,100,Western Addition/NOPA,2,2
-122.41122,37.73989,House,Private room,$75.00,1,0,3,29,99,Bernal Heights,1,1
-122.41033,37.78563,Hostel,Private room,$49.00,32,29,59,0,NA,Tenderloin,1,0
-122.42154,37.75841,House,Entire home/apt,$200.00,4,0,0,4,100,Mission District,3,1.5
-122.4093,37.79817,House,Entire home/apt,$235.00,30,25,55,1,100,Chinatown,3,2
-122.41316,37.78888,Apartment,Private room,$85.00,2,0,0,35,100,Downtown,1,1
-122.41501,37.78811,Apartment,Private room,$199.00,1,13,39,27,98,Downtown,1,1
-122.42572,37.76355,Guest suite,Entire home/apt,$128.00,30,25,55,15,99,Mission District,1,1
-122.41686,37.75075,Apartment,Entire home/apt,$275.00,1,5,8,42,97,Mission District,4,1.5
-122.47584,37.77852,Apartment,Private room,$89.00,2,15,35,20,100,Richmond District,1,1.5
-122.4102,37.78542,Hostel,Hotel room,$36.00,32,29,59,1,60,Tenderloin,1,1
-122.41484,37.75898,Apartment,Private room,$120.00,1,21,21,17,98,Mission District,1,1
-122.40028,37.7557,House,Entire home/apt,$205.00,30,12,42,3,87,Potrero Hill,2,1
-122.44865,37.76463,House,Private room,$120.00,1,22,49,42,99,Cole Valley,1,1
-122.42372,37.79487,Hotel,Hotel room,$249.00,1,0,0,2,100,Pacific Heights,1,1
-122.41213,37.78726,Hotel,Hotel room,$541.00,1,0,0,0,NA,Downtown,1,1
-122.41195,37.78742,Hotel,Private room,$345.00,1,0,0,1,100,Downtown,1,1
-122.40889,37.78499,Hotel,Hotel room,$337.00,1,0,0,1,40,Downtown,1,1
-122.44705,37.78681,Serviced apartment,Hotel room,$554.00,1,0,0,0,NA,Presidio Heights,1,1
-122.4093,37.78457,Hostel,Hotel room,$19.00,32,30,60,1,40,Union Square,1,1
-122.41894,37.79982,Condominium,Entire home/apt,$282.00,30,0,0,0,NA,Russian Hill,3,2.5
-122.41899,37.79885,Condominium,Entire home/apt,$295.00,30,9,39,1,100,Russian Hill,3,2.5
-122.40186,37.79404,Hotel,Hotel room,$388.00,1,0,0,0,NA,Financial District,1,1
-122.41083,37.74109,House,Entire home/apt,$400.00,30,12,42,0,NA,Bernal Heights,4,3
-122.39449,37.78912,Apartment,Entire home/apt,$175.00,30,0,27,0,NA,SoMa,1,1
-122.39443,37.78733,Apartment,Entire home/apt,$148.00,30,0,20,2,100,South Beach,0,1
-122.44477,37.77737,Guesthouse,Entire home/apt,$145.00,30,23,53,1,100,Western Addition/NOPA,0,1
-122.42376,37.77418,Boutique hotel,Hotel room,$334.00,2,8,17,5,76,Hayes Valley,2,1
-122.42216,37.7757,Boutique hotel,Private room,$218.00,2,4,25,7,94,Western Addition/NOPA,1,1
-122.42377,37.77531,Boutique hotel,Private room,$216.00,2,5,21,9,96,Hayes Valley,1,1
-122.40794,37.78998,Serviced apartment,Hotel room,$65.00,2,3,3,5,92,Union Square,0,1
-122.43273,37.77866,Apartment,Entire home/apt,$174.00,30,0,0,0,NA,Western Addition/NOPA,0,1
-122.4042,37.7999,Cottage,Entire home/apt,$195.00,30,0,0,1,100,Telegraph Hill,2,2.5
-122.4218,37.7744,Boutique hotel,Private room,$184.00,2,7,30,13,77,Hayes Valley,1,1
-122.42219,37.77517,Boutique hotel,Private room,$195.00,2,5,17,5,100,Hayes Valley,1,1
-122.42388,37.77512,Boutique hotel,Private room,$227.00,2,6,27,12,85,Western Addition/NOPA,1,1
-122.42315,37.77573,Boutique hotel,Private room,$288.00,2,11,33,8,97,Hayes Valley,1,1
-122.42184,37.77381,Boutique hotel,Private room,$242.00,2,10,36,4,90,Hayes Valley,1,1
-122.42175,37.77524,Boutique hotel,Private room,$197.00,2,4,16,9,91,Hayes Valley,1,1
-122.41308,37.79644,Serviced apartment,Hotel room,$289.00,30,30,60,1,40,Nob Hill,3,2
-122.44561,37.76289,House,Private room,$350.00,1,0,8,0,NA,Haight-Ashbury,2,1.5
-122.41065,37.77874,Apartment,Entire home/apt,$87.00,30,29,59,1,100,SoMa,0,1
-122.41347,37.78872,Apartment,Private room,$199.00,1,10,28,9,93,Downtown,1,1
-122.44356,37.77178,Apartment,Entire home/apt,$300.00,30,30,60,2,100,Haight-Ashbury,5,1
-122.42699,37.76649,Apartment,Private room,$85.00,30,3,10,1,100,Mission District,1,1
-122.4136,37.7715,Apartment,Entire home/apt,$449.00,2,0,9,10,98,SoMa,2,2
-122.39207,37.7558,Apartment,Entire home/apt,$47.00,30,13,43,1,100,Dogpatch,1,2
-122.44192,37.76245,Condominium,Private room,$145.00,2,9,31,47,100,The Castro,1,1
-122.44181,37.80038,Condominium,Private room,$175.00,30,0,0,0,NA,Marina,2,1
-122.41327,37.78949,Condominium,Entire home/apt,$229.00,3,3,3,4,100,Downtown,1,1
-122.44059,37.77676,Apartment,Entire home/apt,$248.00,2,0,0,5,96,Western Addition/NOPA,4,1.5
-122.50667,37.77447,Guest suite,Entire home/apt,$199.00,1,10,40,16,95,Richmond District,2,1
-122.50817,37.75925,Apartment,Entire home/apt,$139.00,1,4,10,40,96,Outer Sunset,1,1
-122.42373,37.80498,Aparthotel,Entire home/apt,"$1,300.00",1,20,46,6,100,Fisherman's Wharf,3,3
-122.46081,37.78493,Apartment,Private room,$300.00,3,20,50,15,100,Richmond District,1,1
-122.50638,37.7768,House,Private room,$130.00,1,14,44,0,NA,Richmond District,1,1
-122.41135,37.77374,Apartment,Entire home/apt,$114.00,30,0,0,0,NA,SoMa,0,1
-122.41256,37.77203,Apartment,Entire home/apt,$113.00,30,0,13,1,80,SoMa,0,1
-122.41126,37.77354,Apartment,Entire home/apt,$114.00,30,17,47,1,80,SoMa,0,1
-122.41243,37.7739,Apartment,Entire home/apt,$118.00,30,0,28,2,90,SoMa,0,1
-122.41121,37.774,Apartment,Entire home/apt,$113.00,30,0,0,0,NA,SoMa,0,1
-122.41559,37.73862,Apartment,Entire home/apt,$350.00,4,0,0,12,98,Bernal Heights,2,1
-122.39813,37.78367,Apartment,Private room,$120.00,1,3,4,24,97,SoMa,1,1
-122.41355,37.78034,Condominium,Entire home/apt,$150.00,30,6,28,1,100,Civic Center,1,1
-122.44056,37.78269,House,Private room,$70.00,30,12,42,0,NA,Western Addition/NOPA,1,1.5
-122.42319,37.76889,House,Entire home/apt,$999.00,30,30,60,1,100,Mission District,3,2.5
-122.41059,37.79135,Hotel,Hotel room,$239.00,1,26,48,67,96,Nob Hill,1,1
-122.41067,37.79111,Hotel,Hotel room,"$1,229.00",30,26,46,0,NA,Nob Hill,1,1
-122.39774,37.77687,Condominium,Entire home/apt,$179.00,30,0,2,0,NA,SoMa,1,2
-122.42983,37.79874,Apartment,Entire home/apt,$225.00,3,0,11,3,100,Cow Hollow,1,1
-122.43349,37.74715,House,Entire home/apt,$195.00,4,0,0,0,NA,Noe Valley,0,1
-122.40867,37.79875,House,Entire home/apt,$220.00,30,0,20,1,100,Chinatown,2,2
-122.41447,37.78583,Hotel,Private room,$250.00,1,11,11,0,NA,Tenderloin,1,1
-122.41727,37.799,Apartment,Entire home/apt,$199.00,30,0,0,0,NA,Russian Hill,2,2
-122.41768,37.79814,Apartment,Entire home/apt,$214.00,30,7,37,2,100,Russian Hill,2,2
-122.41018,37.77343,Condominium,Private room,$99.00,3,6,19,16,96,SoMa,1,1.5
-122.41022,37.77356,Condominium,Private room,$125.00,3,8,23,21,100,SoMa,1,2.5
-122.42009,37.77944,Hostel,Hotel room,$29.00,32,0,0,1,100,Western Addition/NOPA,1,1
-122.41345,37.77079,Apartment,Entire home/apt,$108.00,30,17,47,0,NA,SoMa,1,1
-122.40655,37.79204,Apartment,Entire home/apt,$176.00,30,0,0,0,NA,Chinatown,1,1
-122.41397,37.79079,Apartment,Entire home/apt,$255.00,30,0,25,0,NA,Nob Hill,2,2
-122.42041,37.78779,Apartment,Entire home/apt,$220.00,30,0,0,0,NA,Downtown,0,1
-122.39927,37.72289,House,Private room,$55.00,30,0,0,1,100,Bayview,1,1
-122.43229,37.79015,Apartment,Entire home/apt,$148.00,30,17,47,0,NA,Pacific Heights,1,1
-122.47792,37.74941,House,Private room,$89.00,1,9,33,22,96,Outer Sunset,1,1
-122.44201,37.77662,Condominium,Entire home/apt,$235.00,3,0,0,4,100,Western Addition/NOPA,2,2
-122.44206,37.76153,House,Private room,$90.00,1,13,32,54,100,The Castro,1,1
-122.48906,37.77762,Apartment,Entire home/apt,$350.00,2,4,4,22,100,Richmond District,2,1
-122.42771,37.77235,Condominium,Private room,$120.00,2,0,0,12,100,Hayes Valley,1,1.5
-122.4116,37.76358,Loft,Entire home/apt,$580.00,2,5,12,3,100,Mission District,2,2
-122.41894,37.78892,House,Entire home/apt,$475.00,4,7,13,7,100,Downtown,3,1.5
-122.40631,37.77755,Guest suite,Entire home/apt,$167.00,30,0,10,1,100,SoMa,0,1
-122.42747,37.77601,Apartment,Entire home/apt,$189.00,30,2,32,0,NA,Hayes Valley,2,1
-122.39225,37.7187,House,Private room,$75.00,30,14,39,11,91,Bayview,1,1
-122.50742,37.75551,House,Private room,$100.00,1,0,0,16,100,Outer Sunset,1,1
-122.47724,37.74438,Apartment,Private room,$400.00,30,29,59,0,NA,Parkside,1,1
-122.41412,37.78602,Hotel,Private room,$100.00,1,15,15,4,75,Tenderloin,1,1
-122.41867,37.73886,House,Entire home/apt,$490.00,3,0,18,18,100,Bernal Heights,2,2
-122.41783,37.78636,Apartment,Entire home/apt,$100.00,30,0,0,4,87,Downtown,1,1
-122.41431,37.74079,House,Private room,$129.00,2,8,23,29,100,Bernal Heights,1,1
-122.44549,37.77038,Apartment,Entire home/apt,$136.00,30,11,11,1,100,Haight-Ashbury,2,1.5
-122.49181,37.74454,Apartment,Entire home/apt,$95.00,1,12,40,28,88,Outer Sunset,0,1
-122.43205,37.7984,Apartment,Private room,$93.00,30,11,41,1,100,Cow Hollow,1,2
-122.44038,37.72046,House,Entire home/apt,$152.00,2,0,0,8,85,Mission Terrace,3,2
-122.43498,37.71939,House,Entire home/apt,$280.00,4,0,2,7,100,Excelsior,3,1.5
